datetime,geocity,temperature,amount,currency
2019-08-11T18:49:54Z,Shuanghekou,6,76,CNY
2016-08-16T01:33:06Z,Angao,6,93,CNY
2020-12-28T14:16:27Z,Rawa Mazowiecka,2,71,PLN
2018-03-06T08:36:50Z,Vandœuvre-lès-Nancy,6,07,EUR
2019-04-27T18:08:28Z,Fengle,8,56,CNY
2019-12-09T15:14:11Z,Machang,1,82,CNY
2017-06-03T13:39:49Z,Pawitan,8,40,IDR
2015-10-06T14:37:59Z,Bhamo,4,79,MMK
2017-01-26T17:44:52Z,Tagdanua,8,23,PHP
2015-11-25T17:59:08Z,Zvole,4,42,CZK
2016-11-12T02:18:13Z,Färjestaden,0,68,SEK
2014-12-02T01:04:00Z,Bang Pa-in,4,56,THB
2015-10-16T16:29:52Z,Aki,3,29,JPY
2016-12-30T21:24:33Z,Washington,0,36,USD
2015-02-15T15:19:11Z,Kusheriki,5,39,NGN
2020-04-24T07:23:44Z,Opinogóra Górna,4,80,PLN
2018-10-04T23:01:14Z,Beaung Tengah,3,45,IDR
2014-10-09T23:44:48Z,Balite,5,90,PHP
2019-06-04T01:41:59Z,Yudai,9,22,CNY
2015-05-14T11:43:24Z,Vejprnice,8,15,CZK
2021-03-20T02:52:10Z,Lijie,4,50,CNY
2016-06-20T12:17:57Z,Vitória do Mearim,6,77,BRL
2015-03-24T21:22:51Z,Zuolan,4,05,CNY
2015-01-10T18:16:45Z,Paris La Défense,4,12,EUR
2019-12-30T02:56:26Z,Pomacocha,4,77,PEN
2019-02-07T09:24:48Z,Eisen,7,63,KRW
2018-08-25T16:25:38Z,Babakan,0,75,IDR
2015-11-05T12:14:38Z,Colca,2,16,PEN
2020-01-09T12:15:46Z,Paitan,7,09,PHP
2017-10-21T18:22:59Z,Carig,0,54,PHP
2020-06-14T05:19:08Z,Irbid,4,44,JOD
2016-03-31T06:33:24Z,Billa,7,68,IDR
2020-07-02T15:08:08Z,Savannah,1,82,USD
2017-04-29T19:17:47Z,Kristinehamn,7,50,SEK
2015-01-30T03:53:31Z,El Benque,1,48,HNL
2019-01-07T11:40:45Z,Bayang,3,51,PHP
2019-11-30T14:59:43Z,Qinggang,3,41,CNY
2016-12-21T04:06:38Z,Saue,1,42,EUR
2018-07-02T11:13:14Z,Listvyanka,1,08,RUB
2016-08-11T17:57:46Z,Qiting,6,51,CNY
2020-04-30T02:00:24Z,Stoszowice,3,32,PLN
2016-10-11T00:21:24Z,Panjgūr,3,25,PKR
2016-01-29T07:02:52Z,Puerto Eldorado,0,02,ARS
2016-04-23T07:05:39Z,Pergamino,7,86,ARS
2017-10-02T01:23:58Z,Changping,2,26,CNY
2015-06-29T05:31:13Z,Sidu,8,44,CNY
2019-05-20T23:44:11Z,Sanlanbahai,1,30,CNY
2021-02-18T06:39:45Z,Samobor,3,82,HRK
2018-10-01T03:52:33Z,Kunting,5,43,GMD
2018-01-08T15:11:28Z,Shiliting,3,66,CNY
2019-03-26T13:34:54Z,Santa Rosa,8,90,MXN
2019-09-11T20:21:43Z,Pashiya,2,36,RUB
2021-04-17T19:25:04Z,Kudus,7,54,IDR
2018-09-13T04:36:21Z,El Paso,5,40,USD
2016-05-16T16:39:12Z,Orahovac,9,89,EUR
2015-11-12T11:15:36Z,Mariquita,3,24,COP
2015-03-24T12:26:53Z,Tapado,1,92,EUR
2017-04-18T09:18:29Z,Chyňava,3,13,CZK
2019-11-28T16:35:53Z,Higetegera,5,01,IDR
2020-09-06T11:35:40Z,Libei,3,67,CNY
2018-04-16T20:24:04Z,Villa Mercedes,0,14,ARS
2020-03-29T16:41:51Z,Kagoro,2,68,NGN
2017-04-03T05:23:58Z,Labuan,9,62,MYR
2018-02-10T06:07:08Z,Sanyang,4,27,CNY
2016-12-10T00:30:42Z,Situsari,8,74,IDR
2018-11-06T06:54:40Z,Cayna,9,44,PEN
2018-08-17T07:04:00Z,São Martinho de Árvore,3,82,EUR
2016-08-07T03:48:38Z,Juazeiro do Norte,0,01,BRL
2020-03-07T22:56:07Z,Špišić-Bukovica,1,50,HRK
2015-01-10T00:03:33Z,Blagoevgrad,0,74,BGN
2016-06-17T12:26:18Z,Kruisfontein,1,01,ZAR
2018-04-01T03:53:46Z,Lens,9,09,EUR
2020-11-22T08:07:51Z,Wufeng,7,17,CNY
2020-10-14T21:49:01Z,Bến Cầu,9,69,VND
2020-06-04T19:40:52Z,Ribeirão Pires,4,02,BRL
2018-12-01T22:04:46Z,Patzicía,1,27,GTQ
2018-11-06T09:00:47Z,Busia,9,99,KES
2018-05-28T00:54:13Z,Mamali,6,70,PHP
2017-08-14T15:33:52Z,Cayambe,3,94,USD
2017-08-05T16:22:51Z,Kamen,0,21,HRK
2016-05-31T23:58:59Z,Tegalsari,6,27,IDR
2014-09-25T06:37:47Z,Ryōtsu-minato,1,78,JPY
2015-11-02T07:27:17Z,Ruyigi,8,05,BIF
2021-03-31T06:26:18Z,Kremidivka,7,31,UAH
2014-12-07T05:23:15Z,Marka,5,79,SOS
2017-06-05T20:12:25Z,Rotterdam postbusnummers,9,72,EUR
2016-04-05T01:19:07Z,Gorang,2,63,IDR
2017-07-30T06:51:53Z,Sokhumi,1,54,GEL
2015-01-22T19:21:34Z,Yanglinshi,9,10,CNY
2017-09-19T05:04:24Z,Lankaran,2,52,AZN
2017-10-19T06:41:01Z,Hadapu Zhen,8,14,CNY
2019-06-11T12:57:54Z,Bangus Kulon,9,00,IDR
2018-05-18T15:05:47Z,Stockholm,0,12,SEK
2016-11-18T14:42:49Z,Stari Lec,6,61,RSD
2020-12-03T18:02:23Z,Zhongying,5,92,CNY
2019-08-31T15:42:44Z,Carrasqueira,5,61,EUR
2015-02-22T08:21:01Z,Umuquena,8,72,VEF
2021-01-09T08:28:56Z,Mithi,2,96,PKR
2020-08-20T08:17:50Z,Podivín,0,80,CZK
2019-08-29T08:13:36Z,Longka,3,96,IDR
2020-07-21T03:07:07Z,Zwolle,8,61,EUR
2017-09-09T02:41:20Z,Ponta do Sol,4,40,CVE
2018-01-02T06:59:21Z,Dąbrowa,7,85,PLN
2015-06-28T15:50:31Z,Montecristi,9,17,USD
2017-08-03T07:18:58Z,Kumagaya,2,46,JPY
2015-07-04T07:47:54Z,Lalupon,7,17,NGN
2015-11-01T21:43:19Z,Petawawa,2,88,CAD
2019-12-07T19:12:54Z,Bununu Dass,3,45,NGN
2015-12-12T17:19:09Z,Banjar Susut Kaja,5,42,IDR
2017-11-02T01:01:36Z,Potoni,7,34,PEN
2014-11-28T17:08:08Z,Matsue-shi,1,80,JPY
2020-12-26T16:52:45Z,Czerwin,8,73,PLN
2016-11-24T11:54:11Z,Taubaté,6,99,BRL
2019-02-18T18:54:37Z,Budapest,5,93,HUF
2019-06-17T12:16:14Z,Haiphong,6,65,VND
2018-08-16T15:15:09Z,Tianzishan,7,52,CNY
2019-10-07T03:17:30Z,Zhukovo,3,82,RUB
2015-11-04T06:45:15Z,La Concepcion,5,72,MXN
2017-02-03T20:09:50Z,São Lourenço da Mata,9,03,BRL
2019-12-31T06:46:15Z,Amsterdam Oud Zuid en Rivierenbuurt,8,93,EUR
2017-09-08T07:55:56Z,Căuşeni,0,17,MDL
2015-05-25T12:00:10Z,Karangan,6,88,IDR
2020-07-14T07:44:02Z,San Luis,8,50,MXN
2015-05-11T17:07:11Z,Hatavch,1,86,MNT
2015-01-25T14:51:56Z,Bagalangit,5,82,PHP
2019-11-30T16:40:01Z,Tha Mai,3,37,THB
2015-05-03T21:32:14Z,Grangwav,0,58,HTG
2019-06-30T23:26:04Z,San Lorenzo de Esmeraldas,7,05,USD
2015-08-28T13:19:26Z,Korhogo,1,89,XOF
2017-10-16T17:08:09Z,Altamira,7,75,BRL
2020-05-18T02:36:50Z,Gjinkar,8,03,ALL
2020-02-26T00:55:06Z,Mulandoro,8,64,IDR
2020-12-24T04:21:25Z,Soisy-sous-Montmorency,9,36,EUR
2019-02-27T12:57:49Z,Hongsung,8,22,KRW
2020-02-25T08:07:11Z,Machida,3,36,JPY
2019-10-30T13:24:09Z,Yidu,8,85,CNY
2017-04-09T03:55:24Z,Karítsa,5,37,EUR
2020-12-18T05:13:43Z,Kemijärvi,7,24,EUR
2015-09-28T22:26:29Z,Tianguá,3,70,BRL
2017-08-06T13:07:26Z,Segezha,7,47,RUB
2016-09-13T15:27:57Z,Almada,6,52,EUR
2020-06-26T02:28:40Z,Zlatoust,2,11,RUB
2020-10-23T03:31:54Z,Dorval,1,75,CAD
2017-01-05T11:21:22Z,Jiapeng,0,80,CNY
2017-07-31T00:15:42Z,Pondokkaha Kelod,3,95,IDR
2019-10-02T08:11:31Z,La Unión,1,83,PEN
2020-02-13T12:33:56Z,Huangzhu,7,87,CNY
2020-04-29T08:42:37Z,Yudai,6,26,CNY
2020-03-19T10:45:03Z,Ashbourne,3,90,EUR
2021-06-23T07:22:40Z,Paraíso,4,61,CRC
2019-03-20T11:06:28Z,Partizan,8,45,RUB
2015-11-23T05:33:22Z,Kindu,3,01,CDF
2016-09-26T07:13:34Z,Gangkou,9,32,CNY
2019-09-26T02:30:16Z,La Paz,4,92,COP
2018-01-03T03:30:14Z,Pataha,7,87,IDR
2020-04-13T18:43:54Z,Richmond,2,64,USD
2019-01-20T01:35:42Z,Ifanadiana,0,67,MGA
2017-04-18T13:34:13Z,Xylaganí,0,54,EUR
2019-02-22T17:58:54Z,Lebyazh’ye,5,27,RUB
2020-11-03T09:24:01Z,Novopodrezkovo,2,44,RUB
2019-12-27T21:43:32Z,Ferkessédougou,5,46,XOF
2021-07-12T12:39:22Z,Pochayiv,4,19,UAH
2018-12-28T16:18:10Z,Heilbronn,9,31,EUR
2016-10-29T04:59:21Z,Pailitas,7,10,COP
2015-07-22T14:48:22Z,La Asunción,6,33,VEF
2019-02-09T02:56:51Z,Wenlin,5,74,CNY
2019-11-26T13:13:28Z,Iwakura,3,56,JPY
2020-07-25T21:17:49Z,Pindushi,9,62,RUB
2016-03-28T10:14:07Z,Songzhuang,9,79,CNY
2017-01-23T14:06:58Z,Cikembang,1,03,IDR
2016-01-03T06:52:45Z,Libon,4,71,PHP
2016-07-18T04:40:47Z,Barreiras,2,50,BRL
2018-10-12T18:35:31Z,Placer,3,42,PHP
2019-01-26T17:50:59Z,Alexandria,2,00,JMD
2020-06-03T22:45:36Z,Dardhas,8,21,ALL
2019-08-19T12:01:44Z,Dongtuan,0,21,CNY
2015-08-20T23:55:49Z,Bernay,4,89,EUR
2020-05-05T16:15:08Z,Cibodas,7,26,IDR
2016-10-19T23:26:03Z,Málaga,7,25,COP
2014-09-22T06:50:36Z,Jiuting,1,14,CNY
2021-05-20T19:48:25Z,Winschoten,5,21,EUR
2017-05-06T13:20:31Z,Rungis,5,47,EUR
2020-08-10T04:25:50Z,Pytalovo,5,60,RUB
2016-02-23T22:40:04Z,Solna,8,18,SEK
2017-12-18T22:44:04Z,Elektrėnai,3,18,LTL
2019-09-19T23:21:56Z,Tapada das Mercês,8,88,EUR
2017-04-01T00:51:00Z,Campo Maior,6,87,EUR
2021-05-27T05:55:25Z,Bagenalstown,6,73,EUR
2016-03-16T01:14:19Z,Uitiuhtuan,0,79,IDR
2015-06-04T13:23:16Z,Uinskoye,7,68,RUB
2017-12-10T06:41:15Z,Cuispes,9,39,PEN
2020-01-28T09:29:18Z,Santo André,2,59,BRL
2020-10-16T23:58:34Z,Trzcianka,2,26,PLN
2020-04-17T13:33:08Z,Ceuta,0,67,EUR
2015-09-27T21:17:29Z,Agios Dimitrios,9,90,EUR
2014-09-03T08:05:18Z,Changchuan,5,78,CNY
2015-06-02T15:20:23Z,Hegarmanah,9,58,IDR
2018-08-07T07:44:26Z,Sharga,8,82,MNT
2017-12-13T19:25:33Z,Las Matas de Farfán,3,12,DOP
2016-03-05T09:55:59Z,Jemielno,5,48,PLN
2016-07-24T15:56:09Z,Sóc Trăng,1,75,VND
2016-12-24T17:47:25Z,Cikupa,0,01,IDR
2015-02-13T18:53:05Z,Banqiao,4,96,CNY
2015-04-15T04:08:15Z,Vilela,9,45,EUR
2017-04-23T09:12:42Z,Shimonoseki,2,97,JPY
2015-01-01T20:19:51Z,Petaling Jaya,0,90,MYR
2021-04-10T07:21:46Z,Bieliny,4,78,PLN
2018-12-26T21:10:57Z,Nova Pazova,8,89,RSD
2018-10-02T13:56:46Z,Xiaolong,9,53,CNY
2019-06-14T10:27:29Z,‘Izrā,5,26,JOD
2021-01-21T02:39:43Z,Seattle,4,63,USD
2015-03-10T05:58:24Z,Räpina,1,42,EUR
2018-11-05T09:46:30Z,Jatisari,9,16,IDR
2015-08-20T00:16:27Z,Honglin,0,75,CNY
2017-05-17T05:59:46Z,Ripky,8,95,UAH
2016-05-06T04:18:41Z,Zhamog,5,04,CNY
2018-10-03T08:50:42Z,Krasnokamsk,3,73,RUB
2015-01-18T12:40:13Z,Hats’avan,2,67,AMD
2017-10-20T15:18:52Z,Atalaia,9,01,EUR
2016-03-16T07:38:37Z,Bārkhān,8,01,PKR
2018-08-04T17:14:07Z,Hecheng,2,98,CNY
2015-04-23T15:39:38Z,Shijing,3,92,CNY
2015-09-27T10:12:08Z,Tolosa,3,47,PHP
2015-05-13T18:33:42Z,Ban Phai,6,32,THB
2019-02-09T01:01:13Z,Borisova Griva,8,70,RUB
2017-01-29T15:26:03Z,Horní Stropnice,1,37,CZK
2020-12-11T02:07:34Z,Cikondang,8,93,IDR
2019-07-02T21:48:36Z,Santa Nino,0,21,PHP
2014-12-05T13:46:42Z,Villach,9,68,EUR
2017-11-16T02:04:17Z,Parakanbeusi,4,48,IDR
2016-02-06T04:03:03Z,Rosebank,6,63,NZD
2015-10-17T16:16:01Z,Bukonyo,5,51,TZS
2018-11-07T22:14:55Z,Balboa,3,21,COP
2018-03-28T03:18:12Z,Škofljica,9,08,EUR
2019-02-10T16:19:01Z,Alcaria da Serra,5,21,EUR
2016-01-10T17:51:48Z,Laascaanood,4,53,SOS
2019-08-31T15:46:29Z,Hejiadong,0,91,CNY
2016-08-11T15:26:50Z,Douala,2,82,XAF
2020-06-08T21:35:27Z,Sotnikovskoye,5,68,RUB
2015-02-02T02:51:09Z,Lyaskelya,5,58,RUB
2015-01-03T15:00:08Z,Santa Maria,4,25,BRL
2017-09-14T15:42:13Z,Ringinagung,9,44,IDR
2017-03-08T09:31:04Z,Nova Lima,5,21,BRL
2019-07-08T00:44:31Z,Yanglinqiao,9,31,CNY
2021-02-16T18:00:58Z,Yong’an,2,64,CNY
2015-04-12T15:27:47Z,Los Tangos,7,33,HNL
2018-08-22T14:19:02Z,Banyubang,4,77,IDR
2016-05-10T21:39:06Z,Longtang,4,65,CNY
2015-02-19T05:15:33Z,Tlogowungu,4,58,IDR
2016-09-09T11:53:22Z,Kadudampit,7,08,IDR
2018-03-07T19:53:51Z,Chemal,7,11,RUB
2018-08-04T23:09:00Z,Wiri,1,51,NZD
2016-08-06T07:18:33Z,Tanjung Kidul,5,86,IDR
2018-03-14T16:13:06Z,Bamban,5,45,IDR
2015-04-15T07:07:04Z,Dayr Sharaf,5,10,ILS
2015-07-29T08:54:08Z,Īz̄eh,8,56,IRR
2021-03-24T14:41:07Z,San Juan de Dios,3,69,CRC
2018-07-31T14:36:54Z,Belköl,5,33,KZT
2016-01-03T11:45:31Z,Dagushan,9,28,CNY
2019-09-20T11:27:42Z,Centro Habana,7,26,CUP
2018-02-12T07:48:26Z,Lae,1,72,PGK
2020-03-12T13:52:40Z,Malinta,9,71,PHP
2020-10-30T20:52:50Z,Kezilei,9,16,CNY
2021-06-30T10:16:17Z,Oudtshoorn,0,40,ZAR
2018-01-06T05:30:10Z,Caracol,5,64,HTG
2020-10-06T23:07:50Z,Kristianstad,0,38,SEK
2015-09-23T09:30:47Z,Banjar Brahmanabukit,5,82,IDR
2019-01-25T18:04:45Z,Limushan,2,20,CNY
2017-01-05T22:45:58Z,Pokrovskoye-Streshnëvo,3,57,RUB
2016-10-10T15:16:31Z,Pouso Alegre,9,26,BRL
2020-06-10T15:55:14Z,Pitogo,0,81,PHP
2014-09-11T03:46:38Z,Pasaco,8,07,GTQ
2018-03-30T10:15:45Z,Österbybruk,6,05,SEK
2018-08-02T23:33:52Z,Piranshahr,6,97,IRR
2016-10-09T04:07:13Z,Creil,3,28,EUR
2016-09-02T12:31:18Z,Danzao,9,43,CNY
2015-08-28T18:21:12Z,Piteå,8,14,SEK
2020-04-18T19:37:37Z,Grammatikó,2,34,EUR
2018-07-11T08:23:53Z,Cáchira,3,07,COP
2015-07-06T02:01:17Z,Chincha Baja,7,41,PEN
2014-09-07T14:23:20Z,Cockburn Town,5,62,USD
2019-04-08T05:23:20Z,Maulawin,0,92,PHP
2019-05-09T03:13:47Z,Yuanjiazhuang,9,82,CNY
2015-01-06T03:49:56Z,Atap,4,75,IDR
2015-06-14T21:47:48Z,Saihan Tal,5,26,CNY
2018-05-19T10:21:48Z,Basco,8,44,PHP
2020-09-04T08:07:43Z,Novo-Peredelkino,7,11,RUB
2016-09-30T03:44:08Z,Kovdor,0,18,RUB
2018-12-29T12:08:22Z,Oyo,0,41,NGN
2020-04-01T10:34:22Z,Teresa,1,29,PHP
2016-05-08T01:04:40Z,Kanal,0,88,EUR
2016-11-18T18:41:23Z,Chenhu,4,84,CNY
2017-10-15T03:26:41Z,Dmanisi,6,60,GEL
2018-11-05T09:05:24Z,Arbaoua,5,90,MAD
2015-05-13T16:18:43Z,Xue’an,2,42,CNY
2020-03-25T19:54:25Z,Huaqiu,9,30,CNY
2017-06-28T02:33:11Z,Mombok,9,48,IDR
2015-07-10T01:25:56Z,Bartniczka,8,62,PLN
2017-04-28T19:11:39Z,Qixingtai,1,27,CNY
2017-01-27T21:50:29Z,Tunguang,4,35,CNY
2021-05-08T11:37:36Z,Vendychany,2,15,UAH
2019-03-19T15:54:22Z,Dąbrowa,6,31,PLN
2014-12-30T08:00:23Z,Dongyuan,8,41,CNY
2016-09-30T13:10:55Z,Sala,4,75,SEK
2016-05-26T23:21:50Z,Dami,4,52,IDR
2016-12-09T03:15:25Z,Kalinovo,8,62,RUB
2018-08-09T06:36:16Z,Arivonimamo,4,34,MGA
2015-11-16T19:10:18Z,Ngrejo,1,55,IDR
2018-07-04T15:47:27Z,Yangqiaodian,7,64,CNY
2014-11-14T23:52:49Z,Simpang Ulim,7,73,IDR
2015-06-23T01:20:12Z,Lewo,1,39,IDR
2020-02-02T06:15:50Z,Mae Lao,6,52,THB
2019-04-24T15:20:35Z,Jacutinga,5,08,BRL
2020-03-31T13:14:50Z,Bolkhov,4,90,RUB
2020-11-25T10:59:58Z,Tögrög,8,37,MNT
2020-04-23T13:15:18Z,Longkali,0,47,IDR
2014-12-31T07:28:12Z,Cipaku,5,50,IDR
2015-11-26T07:21:02Z,Lusacan,2,35,PHP
2018-03-19T00:30:38Z,Zhoinda,3,57,CNY
2018-01-18T15:01:00Z,Wanglinkou,6,98,CNY
2019-07-18T10:52:29Z,Zdolbuniv,0,12,UAH
2021-03-08T20:33:17Z,Liancheng,8,73,CNY
2015-11-24T17:41:18Z,Messina,3,14,ZAR
2015-02-18T09:27:51Z,Potosí,9,72,COP
2021-05-02T13:23:26Z,Drybin,7,20,BYR
2019-02-21T06:11:08Z,Gejiu,6,55,CNY
2020-08-16T07:16:48Z,Talodi,2,31,SDG
2018-09-05T22:40:50Z,Batsari,6,60,NGN
2015-02-06T00:09:01Z,Chishui,6,16,CNY
2015-04-04T09:23:42Z,Tagnanan,6,03,PHP
2014-11-02T08:37:04Z,Tadabliro,0,71,IDR
2018-06-18T22:52:31Z,Xihe,6,21,CNY
2017-10-30T01:05:20Z,Nis’oni,3,90,IDR
2019-06-01T01:35:02Z,Thị Trấn Tân Yên,5,93,VND
2017-10-27T14:29:08Z,Kanghe,3,06,CNY
2014-12-14T22:55:10Z,Fujiayan,6,91,CNY
2015-05-11T04:22:33Z,Boavista,7,77,EUR
2016-02-25T05:30:15Z,Melbourne,1,74,AUD
2015-12-25T00:20:38Z,Kalisabuk,8,96,IDR
2021-01-24T08:23:09Z,Roczyny,9,93,PLN
2017-06-09T02:12:24Z,Semampirbarat,3,65,IDR
2019-09-09T00:24:11Z,Pingshan,5,79,CNY
2014-10-28T13:21:01Z,Kolomak,3,40,UAH
2019-04-21T14:54:43Z,Červené Pečky,7,10,CZK
2015-03-09T06:14:28Z,Barão de Melgaço,6,82,BRL
2015-09-18T00:08:53Z,Samaro,6,97,PKR
2014-11-01T21:53:02Z,Codoi,6,72,CNY
2018-11-14T17:56:41Z,Novi Bilokorovychi,6,99,UAH
2020-03-02T02:32:44Z,Lagny-sur-Marne,9,80,EUR
2016-12-05T03:59:43Z,Dori,8,78,XOF
2018-08-07T03:09:35Z,Rivera,8,94,COP
2020-10-14T20:37:32Z,Munkfors,9,24,SEK
2016-09-10T23:43:50Z,Havana,5,05,CUP
2021-02-24T04:35:41Z,Massaranduba,6,74,BRL
2018-02-01T04:18:58Z,Megalochórion,5,21,EUR
2018-03-07T05:46:24Z,Xicheng,6,91,CNY
2019-10-24T05:29:26Z,Yaring,5,20,THB
2020-03-28T22:13:00Z,Andalan,7,87,PHP
2020-08-03T19:40:14Z,Unquillo,6,67,ARS
2018-05-18T13:59:37Z,Nakama,0,74,JPY
2016-07-11T13:44:35Z,São João dos Patos,5,80,BRL
2015-06-03T08:32:31Z,Bratislava,8,56,EUR
2017-11-17T21:48:06Z,Sua,4,82,IDR
2015-02-11T05:26:35Z,Harding,4,94,ZAR
2018-01-05T10:54:57Z,Nanfeng,7,03,CNY
2016-04-01T14:02:12Z,Proletar,8,78,TJS
2020-03-04T11:49:14Z,Zheleznovodsk,3,80,RUB
2017-05-31T08:16:31Z,Estrada,6,78,EUR
2019-06-02T23:09:50Z,Bayambang,4,10,PHP
2020-04-23T09:56:41Z,Fengyi,1,23,CNY
2018-06-01T13:54:17Z,Longshi,7,19,CNY
2016-10-29T19:45:51Z,Uberlândia,4,09,BRL
2014-10-05T10:24:31Z,Hucheng,0,58,CNY
2017-04-24T10:33:40Z,Panadura,2,47,LKR
2018-11-07T14:48:36Z,Marseille,0,07,EUR
2014-11-02T07:51:33Z,Pogag,5,01,IDR
2018-07-22T23:08:17Z,Placencia,7,86,BZD
2021-02-01T21:04:52Z,Ishioka,9,02,JPY
2019-09-16T10:34:24Z,Alvaro Obregon,8,84,MXN
2017-08-21T07:12:54Z,Gocoton,8,57,PHP
2016-09-11T20:56:00Z,Hengling,6,36,CNY
2017-02-24T04:29:04Z,Xijiang,2,05,CNY
2015-03-23T14:06:38Z,Khenifra,6,83,MAD
2019-08-17T23:25:00Z,Kotri,3,46,PKR
2017-01-10T14:43:46Z,Pakisrejo,4,86,IDR
2014-11-25T19:24:02Z,Neftobod,0,78,TJS
2018-04-24T18:15:19Z,Liufang,4,82,CNY
2015-09-04T17:16:46Z,Novospasskoye,6,02,RUB
2015-03-14T09:45:24Z,Qanliko’l,9,31,UZS
2016-02-22T17:57:16Z,Guatimozín,7,09,ARS
2021-06-15T20:57:07Z,Corbeil-Essonnes,3,73,EUR
2021-06-19T09:57:17Z,Nîmes,1,31,EUR
2016-01-26T08:22:15Z,La Ravoire,4,00,EUR
2020-07-06T02:46:22Z,København,7,20,DKK
2019-08-24T00:54:30Z,Yamaga,8,29,JPY
2018-11-05T13:31:51Z,Massy,7,62,EUR
2015-10-05T09:00:04Z,Kakhovka,5,34,UAH
2020-01-14T00:06:46Z,Burgos,4,14,PHP
2020-09-08T02:11:34Z,Jiushe,8,82,CNY
2017-07-30T00:52:16Z,Ciudad Guayana,2,21,VEF
2017-07-12T06:32:59Z,Blokdesa Situgede,4,94,IDR
2019-03-28T21:00:07Z,Piru,3,53,IDR
2017-09-07T01:14:33Z,Perjuangan,2,57,IDR
2018-08-18T16:29:12Z,Totora,1,16,BOB
2021-04-09T13:27:38Z,Vällingby,0,18,SEK
2014-12-16T18:02:31Z,Barat,5,23,IDR
2018-11-18T01:53:54Z,Otradnoye,7,33,RUB
2017-12-30T00:02:00Z,Malpique,2,78,EUR
2015-05-30T09:24:29Z,Lingqiao,1,39,CNY
2018-12-28T09:28:47Z,Liminka,7,52,EUR
2018-04-07T23:11:35Z,Maindang,4,66,PHP
2016-01-12T04:43:12Z,Bailu,0,43,CNY
2016-07-13T13:29:25Z,Hortolândia,3,21,BRL
2019-06-24T04:05:59Z,Taiping,5,15,MYR
2015-12-21T21:16:56Z,Banyubang,4,34,IDR
2020-02-08T17:00:29Z,Dalsjöfors,0,88,SEK
2018-10-01T06:37:30Z,El Parco District,1,07,PEN
2014-11-27T08:28:50Z,Dawu Chengguanzhen,5,66,CNY
2016-07-14T01:10:53Z,Chavárion,5,89,EUR
2019-01-13T00:52:27Z,Shaykh al Ḩadīd,4,21,SYP
2016-12-19T04:31:09Z,Póvoa,2,61,EUR
2021-01-12T03:50:18Z,Mandepa Barat,6,28,IDR
2019-04-25T16:12:24Z,Xinminxiang,9,70,CNY
2019-08-11T18:07:56Z,Zhosaly,4,96,KZT
2019-06-04T05:36:02Z,Dargaz,2,32,IRR
2017-05-25T21:13:09Z,Hehu,9,51,CNY
2017-09-28T16:17:51Z,Pailles,9,75,MUR
2020-06-09T06:37:26Z,Langpas,0,22,PHP
2016-09-26T01:31:34Z,Krajan Dua Patempuran,7,04,IDR
2015-05-25T15:55:20Z,San Diego,4,44,CRC
2016-08-02T19:03:52Z,Kálymnos,5,52,EUR
2021-07-06T17:14:48Z,Turochak,5,46,RUB
2015-12-14T20:15:48Z,Zharrëz,8,22,ALL
2018-10-12T13:44:47Z,Songkeng,7,48,CNY
2015-11-14T03:53:32Z,Mosoc Llacta,7,98,PEN
2021-01-08T06:14:55Z,Aconibe,9,60,XAF
2018-08-27T14:33:48Z,København,0,52,DKK
2014-10-23T21:58:17Z,Turmus‘ayyā,9,98,ILS
2020-09-17T03:27:39Z,Agboville,4,51,XOF
2017-10-02T09:21:54Z,Mahalapye,9,82,BWP
2015-06-23T22:41:32Z,Fendou,4,82,CNY
2017-11-16T23:28:34Z,Beaconsfield,2,03,CAD
2017-10-11T12:13:06Z,Shahrud,3,64,IRR
2020-04-14T21:50:12Z,Pécs,8,74,HUF
2021-06-16T23:16:06Z,Shulan,3,93,CNY
2017-01-05T03:58:18Z,Nyaunglebin,3,37,MMK
2016-10-09T08:57:11Z,Tempe,9,38,USD
2014-10-23T08:25:21Z,Sanshan,5,37,CNY
2017-05-12T04:30:24Z,Capanema,4,68,BRL
2020-11-24T16:56:37Z,Qarqīn,8,71,AFN
2014-09-13T11:11:23Z,Orange,2,01,EUR
2018-05-21T06:27:41Z,Singapore,1,19,SGD
2015-07-20T22:46:25Z,‘Afrīn,7,86,SYP
2020-12-23T17:00:17Z,Frösön,6,75,SEK
2016-03-24T12:23:57Z,Derbent,0,81,RUB
2019-04-12T08:39:30Z,Alchevs’k,3,85,UAH
2014-10-11T03:37:40Z,Dongtang,3,80,CNY
2017-06-18T17:53:02Z,Kampungraja,2,58,IDR
2014-09-03T11:30:46Z,Zaysan,8,37,KZT
2014-12-28T03:04:15Z,Yonezawa,0,68,JPY
2016-06-25T11:47:11Z,Omaha,0,94,USD
2021-04-22T00:10:07Z,Kalashnikovo,5,30,RUB
2015-10-06T23:43:15Z,Saitama,2,81,JPY
2021-06-07T05:44:47Z,Banjar Yehsatang,9,67,IDR
2016-09-21T02:56:34Z,Wujing,8,61,CNY
2020-11-18T10:16:33Z,Pyt-Yakh,5,26,RUB
2018-11-15T15:38:06Z,Zwolle,3,46,EUR
2020-08-15T08:26:29Z,Myślenice,2,94,PLN
2015-05-01T19:07:46Z,Melaka,8,16,MYR
2017-06-14T09:10:23Z,Romba,3,21,IDR
2018-11-14T21:34:59Z,Mānānwāla,5,46,PKR
2021-03-13T19:59:24Z,Kamenica,1,70,RSD
